languageType,languageCode,languageName,tipSheetNumber,title
1,cy,Welsh/Cymraeg,1,Amser unigol
1,cy,Welsh/Cymraeg,2,Cadw’n Bositif
1,cy,Welsh/Cymraeg,3,Creu strwythur!
1,cy,Welsh/Cymraeg,4,Ymddygiad Drwg
1,cy,Welsh/Cymraeg,5,Cadw'n Dawel a Rheoli Straen
1,cy,Welsh/Cymraeg,6,Siarad am COVID-19
1,cy,Welsh/Cymraeg,7,Cadw Plant yn Ddiogel Ar-lein.
1,cy,Welsh/Cymraeg,8,Cyllidebu Teuluol mewn Cyfnodau o Straen Ariannol.
1,cy,Welsh/Cymraeg,9,Cytgord teuluol gartref.
1,cy,Welsh/Cymraeg,10,Dysgo drwy chwarane.
1,cy,Welsh/Cymraeg,11,Pan Fyddwn Ni'n Gwylltio
1,cy,Welsh/Cymraeg,12,Rhianta mewn Cartrefia Chymunedao gorlawn.
3,cy,Cymraeg/Welsh,1,Amser unigol
3,cy,Cymraeg/Welsh,2,Cadw’n Bositif
3,cy,Cymraeg/Welsh,3,Creu strwythur!
3,cy,Cymraeg/Welsh,4,Ymddygiad Drwg
3,cy,Cymraeg/Welsh,5,Cadw'n Dawel a Rheoli Straen
3,cy,Cymraeg/Welsh,6,Siarad am COVID-19
3,cy,Cymraeg/Welsh,7,Cadw Plant yn Ddiogel Ar-lein.
3,cy,Cymraeg/Welsh,8,Cyllidebu Teuluol mewn Cyfnodau o Straen Ariannol.
3,cy,Cymraeg/Welsh,9,Cytgord teuluol gartref.
3,cy,Cymraeg/Welsh,10,Dysgo drwy chwarane.
3,cy,Cymraeg/Welsh,11,Pan Fyddwn Ni'n Gwylltio
3,cy,Cymraeg/Welsh,12,Rhianta mewn Cartrefia Chymunedao gorlawn.
1,tr,Turkish/Türkçe,1,Bire-Bir Zaman Geçirin
1,tr,Turkish/Türkçe,2,Pozitif Kalın
1,tr,Turkish/Türkçe,3,Destek Olun
1,tr,Turkish/Türkçe,4,Kötü Davranış
1,tr,Turkish/Türkçe,5,Sakin Olun ve Stresle Başa Çıkın
1,tr,Turkish/Türkçe,6,COVID-19 Hakkında Konuşmak
1,tr,Turkish/Türkçe,7,Çoc3,sn,Isishona/Shonaların Çevrimiçi Güvenliğini Sağlamak
1,tr,Turkish/Türkçe,8,Maddi Sıkıntıların Yaşandığı Dönemlerde Aile Bütçesini Planlamak
1,tr,Turkish/Türkçe,9,Evde aile uyumu
1,tr,Turkish/Türkçe,10,Oyunlaöğrenme
1,tr,Turkish/Türkçe,11,Kızdığımız Zaman Ne Yapmalıyız
1,tr,Turkish/Türkçe,12,Kalabalık evlerde ve toplul3,sn,Isishona/Shonalarda ebeveynlik
1,tr,Turkish/Türkçe,13,Engeli olan Çoc3,sn,Isishona/Shonalar İçin İpuçları
1,tr,Turkish/Türkçe,14,Ergenlere ebeveynlik için ipuçları
1,tr,Turkish/Türkçe,15,Yeni Doğan Bebeğinize Ebeveynlik Mi Yapıyorsunuz?
1,tr,Turkish/Türkçe,16,Eğitim ve uzaktan öğrenme
3,tr,Türkçe/Turkish,1,Bire-Bir Zaman Geçirin
3,tr,Türkçe/Turkish,2,Pozitif Kalın
3,tr,Türkçe/Turkish,3,Destek Olun
3,tr,Türkçe/Turkish,4,Kötü Davranış
3,tr,Türkçe/Turkish,5,Sakin Olun ve Stresle Başa Çıkın
3,tr,Türkçe/Turkish,6,COVID-19 Hakkında Konuşmak
3,tr,Türkçe/Turkish,7,Çoc3,sn,Isishona/Shonaların Çevrimiçi Güvenliğini Sağlamak
3,tr,Türkçe/Turkish,8,Maddi Sıkıntıların Yaşandığı Dönemlerde Aile Bütçesini Planlamak
3,tr,Türkçe/Turkish,9,Evde aile uyumu
3,tr,Türkçe/Turkish,10,Oyunlaöğrenme
3,tr,Türkçe/Turkish,11,Kızdığımız Zaman Ne Yapmalıyız
3,tr,Türkçe/Turkish,12,Kalabalık evlerde ve toplul3,sn,Isishona/Shonalarda ebeveynlik
3,tr,Türkçe/Turkish,13,Engeli olan Çoc3,sn,Isishona/Shonalar İçin İpuçları
3,tr,Türkçe/Turkish,14,Ergenlere ebeveynlik için ipuçları
3,tr,Türkçe/Turkish,15,Yeni Doğan Bebeğinize Ebeveynlik Mi Yapıyorsunuz?
3,tr,Türkçe/Turkish,16,Eğitim ve uzaktan öğrenme
1,tg,Tajik/забо́ни тоҷикӣ́,4,Бехатарии кӯдакон дар интернет
1,tg,Tajik/забо́ни тоҷикӣ́,6,Буҷети оилавӣ дар замони душвории молиявӣ
1,tg,Tajik/забо́ни тоҷикӣ́,5,Созиши оилавӣ дар хона
1,tg,Tajik/забо́ни тоҷикӣ́,7,Омӯзиш тариқи бозӣ
1,tg,Tajik/забо́ни тоҷикӣ́,8,Вақте ки мо хашмгин мешавем
1,tg,Tajik/забо́ни тоҷикӣ́,9,Тарбия дар хонаҳо ва ҷомеаҳои серодам
1,tg,Tajik/забо́ни тоҷикӣ́,1,Вақти шахсӣ бо кӯдак
1,tg,Tajik/забо́ни тоҷикӣ́,2,Нигоҳ доштани эҳсоси мусбӣ
1,tg,Tajik/забо́ни тоҷикӣ́,3,Тарҳрезӣ кунед!
1,tg,Tajik/забо́ни тоҷикӣ́,4,Рафтори бад!
1,tg,Tajik/забо́ни тоҷикӣ́,5,Ором бошед ва изтироби худро идора намоед!
1,tg,Tajik/забо́ни тоҷикӣ́,6,Гуфтугӯ дар бораи COVID-19
2,tg,забо́ни тоҷикӣ́/Tajik,4,Бехатарии кӯдакон дар интернет
2,tg,забо́ни тоҷикӣ́/Tajik,6,Буҷети оилавӣ дар замони душвории молиявӣ
2,tg,забо́ни тоҷикӣ́/Tajik,5,Созиши оилавӣ дар хона
2,tg,забо́ни тоҷикӣ́/Tajik,7,Омӯзиш тариқи бозӣ
2,tg,забо́ни тоҷикӣ́/Tajik,8,Вақте ки мо хашмгин мешавем
2,tg,забо́ни тоҷикӣ́/Tajik,9,Тарбия дар хонаҳо ва ҷомеаҳои серодам
2,tg,забо́ни тоҷикӣ́/Tajik,1,Вақти шахсӣ бо кӯдак
2,tg,забо́ни тоҷикӣ́/Tajik,2,Нигоҳ доштани эҳсоси мусбӣ
2,tg,забо́ни тоҷикӣ́/Tajik,3,Тарҳрезӣ кунед!
2,tg,забо́ни тоҷикӣ́/Tajik,4,Рафтори бад!
2,tg,забо́ни тоҷикӣ́/Tajik,5,Ором бошед ва изтироби худро идора намоед!
2,tg,забо́ни тоҷикӣ́/Tajik,6,Гуфтугӯ дар бораи COVID-19
1,pl,Polish/Polski/Polish,1,Czas sam na sam
1,pl,Polish/Polski/Polish,2,Myśl pozytywnie
1,pl,Polish/Polski/Polish,3,Rutyna górą!
1,pl,Polish/Polski/Polish,4,Złe zachowanie
1,pl,Polish/Polski/Polish,5,Zachowaj spokój i poradź sobie ze stresem
1,pl,Polish/Polski/Polish,6,Rozmowy o koronawirusie
3,pl,Polski/Polish,1,Czas sam na sam
3,pl,Polski/Polish,2,Myśl pozytywnie
3,pl,Polski/Polish,3,Rutyna górą!
3,pl,Polski/Polish,4,Złe zachowanie
3,pl,Polski/Polish,5,Zachowaj spokój i poradź sobie ze stresem
3,pl,Polski/Polish,6,Rozmowy o koronawirusie
1,ro,Romanian/Română,1,Timp Unu la Unu
1,ro,Romanian/Română,2,Mențineți lucrurile pozitive
1,ro,Romanian/Română,3,Mențineți o structură!
1,ro,Romanian/Română,4,Comportamente Problematice
1,ro,Romanian/Română,5,Păstrați-vă calmul și Gestionați stresul
1,ro,Romanian/Română,6,Vorbiți despre COVID-19
3,ro,Română/Romanian,1,Timp Unu la Unu
3,ro,Română/Romanian,2,Mențineți lucrurile pozitive
3,ro,Română/Romanian,3,Mențineți o structură!
3,ro,Română/Romanian,4,Comportamente Problematice
3,ro,Română/Romanian,5,Păstrați-vă calmul și Gestionați stresul
3,ro,Română/Romanian,6,Vorbiți despre COVID-19
1,ru,Russian/Русский,1,Личное время с ребенком
1,ru,Russian/Русский,2,Поддерживайте Позитивный Настрой
1,ru,Russian/Русский,3,Структурируйте
1,ru,Russian/Русский,4,Плохое Поведение
1,ru,Russian/Русский,5,Будьте Спокойны и Справляйтесь со Стрессом
1,ru,Russian/Русский,6,Разговоры о COVID-19
1,ru,Russian/Русский,7,Обучение через игру
1,ru,Russian/Русский,8,Когда мы злимся
1,ru,Russian/Русский,9,Воспитание в переполненных домах и общинах
1,ru,Russian/Русский,10,Семейная гармония дома
1,ru,Russian/Русский,11,Семейный бюджет во время финансового кризиса
1,ru,Russian/Русский,12,Обеспечение безопасности детей в Интернете
1,ru,Russian/Русский,13,Советы для воспитания детей-инвалидов
1,ru,Russian/Русский,14,Советы по воспитанию подростков
1,ru,Russian/Русский,15,У вас недавно родился ребенок?
2,ru,Русский/Russian,1,Личное время с ребенком
2,ru,Русский/Russian,2,Поддерживайте Позитивный Настрой
2,ru,Русский/Russian,3,Структурируйте
2,ru,Русский/Russian,4,Плохое Поведение
2,ru,Русский/Russian,5,Будьте Спокойны и Справляйтесь со Стрессом
2,ru,Русский/Russian,6,Разговоры о COVID-19
2,ru,Русский/Russian,7,Обучение через игру
2,ru,Русский/Russian,8,Когда мы злимся
2,ru,Русский/Russian,9,Воспитание в переполненных домах и общинах
2,ru,Русский/Russian,10,Семейная гармония дома
2,ru,Русский/Russian,11,Семейный бюджет во время финансового кризиса
2,ru,Русский/Russian,12,Обеспечение безопасности детей в Интернете
2,ru,Русский/Russian,13,Советы для воспитания детей-инвалидов
2,ru,Русский/Russian,14,Советы по воспитанию подростков
2,ru,Русский/Russian,15,У вас недавно родился ребенок?
1,sk,Slovak/Slovenčina,1,Čas vyhradený jeden pre druhého
1,sk,Slovak/Slovenčina,2,Zvoľte pozitívny prístup
1,sk,Slovak/Slovenčina,3,Dajte dňom štr3,sn,Isishona/Shonatúru!
1,sk,Slovak/Slovenčina,4,Zlé správanie
1,sk,Slovak/Slovenčina,5,Snažte sa zachovať pokoj a zvládnuť stres
1,sk,Slovak/Slovenčina,6,Rozprávajte sa o COVID-19
3,sk,Slovenčina/Slovak,1,Čas vyhradený jeden pre druhého
3,sk,Slovenčina/Slovak,2,Zvoľte pozitívny prístup
3,sk,Slovenčina/Slovak,3,Dajte dňom štr3,sn,Isishona/Shonatúru!
3,sk,Slovenčina/Slovak,4,Zlé správanie
3,sk,Slovenčina/Slovak,5,Snažte sa zachovať pokoj a zvládnuť stres
3,sk,Slovenčina/Slovak,6,Rozprávajte sa o COVID-19
1,sv,Swedish/Svenska,1,En- till-en-tid
1,sv,Swedish/Svenska,2,Försök hålla uppe humöret
1,sv,Swedish/Svenska,3,Str3,sn,Isishona/Shonaturera!
1,sv,Swedish/Svenska,4,Dåligt uppförande
1,sv,Swedish/Svenska,5,Att behålla lugnet och klara av oron
1,sv,Swedish/Svenska,6,Att prata om COVID-19
3,sv,Svenska/Swedish,1,En- till-en-tid
3,sv,Svenska/Swedish,2,Försök hålla uppe humöret
3,sv,Svenska/Swedish,3,Str3,sn,Isishona/Shonaturera!
3,sv,Svenska/Swedish,4,Dåligt uppförande
3,sv,Svenska/Swedish,5,Att behålla lugnet och klara av oron
3,sv,Svenska/Swedish,6,Att prata om COVID-19
1,so,Somali/Af-Soomaali,1,Xilli Gooni la lsla Yahay
1,so,Somali/Af-Soomaali,2,Dhawrista Niyad Wanaaga
1,so,Somali/Af-Soomaali,3,Qaabee
1,so,Somali/Af-Soomaali,4,Xallinta Dhibaatooyinka
1,so,Somali/Af-Soomaali,5,Isdeji oo maaree cidhiidhiga nafsadeed
1,so,Somali/Af-Soomaali,6,Ka-hadalka COVID-19
3,so,Af-Soomaali/Somali,1,Xilli Gooni la lsla Yahay
3,so,Af-Soomaali/Somali,2,Dhawrista Niyad Wanaaga
3,so,Af-Soomaali/Somali,3,Qaabee
3,so,Af-Soomaali/Somali,4,Xallinta Dhibaatooyinka
3,so,Af-Soomaali/Somali,5,Isdeji oo maaree cidhiidhiga nafsadeed
3,so,Af-Soomaali/Somali,6,Ka-hadalka COVID-19
1,de,German/Deutsch,7,Online Kinderschutz
1,de,German/Deutsch,8,Familien Budget
1,de,German/Deutsch,9,Familienbeziehungen
1,de,German/Deutsch,10,Lernen durch spielen
1,de,German/Deutsch,11,Umgang mit Ärger
1,de,German/Deutsch,12,Überfülltes Haus?
1,de,German/Deutsch,1,Zeit zu Zweit
1,de,German/Deutsch,2,Positiv bleiben
1,de,German/Deutsch,3,Str3,sn,Isishona/Shonatur ist wichtig!
1,de,German/Deutsch,6,Schlechtes Benehmen
1,de,German/Deutsch,5,Bleibe ruhig und lerne mit Stress umzugehen
1,de,German/Deutsch,4,Reden über COVID-19
3,de,Deutsch/German,7,Online Kinderschutz
3,de,Deutsch/German,8,Familien Budget
3,de,Deutsch/German,9,Familienbeziehungen
3,de,Deutsch/German,10,Lernen durch spielen
3,de,Deutsch/German,11,Umgang mit Ärger
3,de,Deutsch/German,12,Überfülltes Haus?
3,de,Deutsch/German,1,Zeit zu Zweit
3,de,Deutsch/German,2,Positiv bleiben
3,de,Deutsch/German,3,Str3,sn,Isishona/Shonatur ist wichtig!
3,de,Deutsch/German,6,Schlechtes Benehmen
3,de,Deutsch/German,5,Bleibe ruhig und lerne mit Stress umzugehen
3,de,Deutsch/German,4,Reden über COVID-19
1,hi,Hindi/हिंदी,1,Tip Sheet Number 1
1,hi,Hindi/हिंदी,2,Tip Sheet Number 2
1,hi,Hindi/हिंदी,3,Tip Sheet Number 3
1,hi,Hindi/हिंदी,4,Tip Sheet Number 4
1,hi,Hindi/हिंदी,5,Tip Sheet Number 5
1,hi,Hindi/हिंदी,6,Tip Sheet Number 6
1,hi,Hindi/हिंदी,7,Tip Sheet Number 7
1,hi,Hindi/हिंदी,8,Tip Sheet Number 8
1,hi,Hindi/हिंदी,9,Tip Sheet Number 9
1,hi,Hindi/हिंदी,10,Tip Sheet Number 10
1,hi,Hindi/हिंदी,11,Tip Sheet Number 11
1,hi,Hindi/हिंदी,12,Tip Sheet Number 12
2,hi,हिंदी/Hindi,1,Tip Sheet Number 1
2,hi,हिंदी/Hindi,2,Tip Sheet Number 2
2,hi,हिंदी/Hindi,3,Tip Sheet Number 3
2,hi,हिंदी/Hindi,4,Tip Sheet Number 4
2,hi,हिंदी/Hindi,5,Tip Sheet Number 5
2,hi,हिंदी/Hindi,6,Tip Sheet Number 6
2,hi,हिंदी/Hindi,7,Tip Sheet Number 7
2,hi,हिंदी/Hindi,8,Tip Sheet Number 8
2,hi,हिंदी/Hindi,9,Tip Sheet Number 9
2,hi,हिंदी/Hindi,10,Tip Sheet Number 10
2,hi,हिंदी/Hindi,11,Tip Sheet Number 11
2,hi,हिंदी/Hindi,12,Tip Sheet Number 12
1,mn,Mongolian/Монгол Хэл,1,Ганцаарчилсан уулзалт хий
1,mn,Mongolian/Монгол Хэл,2,Эергээр хүлээн ав
1,mn,Mongolian/Монгол Хэл,3,Зохион байгуул!
1,mn,Mongolian/Монгол Хэл,4,Муухай ааш
1,mn,Mongolian/Монгол Хэл,5,"Тайван байж, стрессээ хяна"
1,mn,Mongolian/Монгол Хэл,6,COVID-19 өвчний талаар ярих
2,mn,Монгол Хэл/Mongolian,1,Ганцаарчилсан уулзалт хий
2,mn,Монгол Хэл/Mongolian,2,Эергээр хүлээн ав
2,mn,Монгол Хэл/Mongolian,3,Зохион байгуул!
2,mn,Монгол Хэл/Mongolian,4,Муухай ааш
2,mn,Монгол Хэл/Mongolian,5,"Тайван байж, стрессээ хяна"
2,mn,Монгол Хэл/Mongolian,6,COVID-19 өвчний талаар ярих
1,am,Amharic/ኣማርኛ,1,አንድ ለአንድ በግል የምንገናኝበት ጊዜ
1,am,Amharic/ኣማርኛ,2,አ ንድ ለአንድ በግል የምንገናኝ በት ጊዜ
1,am,Amharic/ኣማርኛ,3,መዋቅርን ማደራጀት
1,am,Amharic/ኣማርኛ,4,መጥፎ ባህሪይ
1,am,Amharic/ኣማርኛ,5,በመረጋጋት ጭንቀትን ተቆጣጠሩት
1,am,Amharic/ኣማርኛ,6,ስለ ኮቪድ-19 መነጋገር
2,am,ኣማርኛ/Amharic,1,አንድ ለአንድ በግል የምንገናኝበት ጊዜ
2,am,ኣማርኛ/Amharic,2,አ ንድ ለአንድ በግል የምንገናኝ በት ጊዜ
2,am,ኣማርኛ/Amharic,3,መዋቅርን ማደራጀት
2,am,ኣማርኛ/Amharic,4,መጥፎ ባህሪይ
2,am,ኣማርኛ/Amharic,5,በመረጋጋት ጭንቀትን ተቆጣጠሩት
2,am,ኣማርኛ/Amharic,6,ስለ ኮቪድ-19 መነጋገር
1,zh,Chinese Simplified/中文（简体,1,一对一时间
1,zh,Chinese Simplified/中文（简体,2,保持正能量
1,zh,Chinese Simplified/中文（简体,3,规律生活！
1,zh,Chinese Simplified/中文（简体,4,不良行为
1,zh,Chinese Simplified/中文（简体,5,保持冷静、管理压力
1,zh,Chinese Simplified/中文（简体,6,谈论 2019 冠状病毒病
1,zh,Chinese Simplified/中文（简体,7,确保孩子上网安全
1,zh,Chinese Simplified/中文（简体,8,财务压力下的家庭预算
1,zh,Chinese Simplified/中文（简体,9,和谐家庭
1,zh,Chinese Simplified/中文（简体,10,寓教于乐
1,zh,Chinese Simplified/中文（简体,11,当我们很生气时
1,zh,Chinese Simplified/中文（简体,12,在拥挤的家和社区中进行家庭教育
1,zh,Chinese Simplified/中文（简体,13,针对残疾儿童的家庭教育贴士
1,zh,Chinese Simplified/中文（简体,14,针对青少年的家庭教育贴士
1,zh,Chinese Simplified/中文（简体,15,家有新生儿
2,zh,中文（简体/Chinese Simplified,1,一对一时间
2,zh,中文（简体/Chinese Simplified,2,保持正能量
2,zh,中文（简体/Chinese Simplified,3,规律生活！
2,zh,中文（简体/Chinese Simplified,4,不良行为
2,zh,中文（简体/Chinese Simplified,5,保持冷静、管理压力
2,zh,中文（简体/Chinese Simplified,6,谈论 2019 冠状病毒病
2,zh,中文（简体/Chinese Simplified,7,确保孩子上网安全
2,zh,中文（简体/Chinese Simplified,8,财务压力下的家庭预算
2,zh,中文（简体/Chinese Simplified,9,和谐家庭
2,zh,中文（简体/Chinese Simplified,10,寓教于乐
2,zh,中文（简体/Chinese Simplified,11,当我们很生气时
2,zh,中文（简体/Chinese Simplified,12,在拥挤的家和社区中进行家庭教育
2,zh,中文（简体/Chinese Simplified,13,针对残疾儿童的家庭教育贴士
2,zh,中文（简体/Chinese Simplified,14,针对青少年的家庭教育贴士
2,zh,中文（简体/Chinese Simplified,15,家有新生儿
1,lv,Latvian,1,Divatā pavadītais laiks
1,lv,Latvian,2,Pozitivitātes saglabāšana
1,lv,Latvian,3,Izveidojiet kārtību
1,lv,Latvian,4,Ja bērni slikti uzvedas…
1,lv,Latvian,5,Saglabājiet mieru un pārvaldiet
1,lv,Latvian,6,Kā runāt par Covid-19
1,lv,Latvian,7,Bērnu aizsardzība tiešsaistē
1,lv,Latvian,8,Ģimenes budžeta veidošana finansiālu grūtību laikā
1,lv,Latvian,9,Ģimenes harmonija mājās
1,lv,Latvian,10,Mācīšanās ar spēļu palīdzību
1,lv,Latvian,11,Kad sadusmojamies
1,lv,Latvian,12,Bērnu audzināšana pārpildītās mītnēs un
1,lv,Latvian,13,Ieteikumi bērniem ar invaliditāti
1,lv,Latvian,14,Ieteikumi pusaudžu vecākiem
1,lv,Latvian,15,Jauna mazuļa audzināšana?
1,lv,Latvian,16,Izglītība un attālinātā mācīšanās
1,pag,Pangasinan,1,One-on-One Time
1,pag,Pangasinan,2,Manpirmi ya Positibo
1,pag,Pangasinan,3,Panpirmi ya Istr3,sn,Isishona/Shonatura tan Regular ya Gawaen
1,pag,Pangasinan,4,Negatibo ya Ugali
1,pag,Pangasinan,5,Kalma labat tan Kontrol Moy stress
1,pag,Pangasinan,6,Pitungtung tungkol ed COVID-19
1,pag,Pangasinan,7,Panseguro ya arawid peligro so ugaw no online
1,pag,Pangasinan,8,Panbadyet na Pamilya No Stressed ed Panaggastos
1,pag,Pangasinan,9,Pansasakey na pamilya ed abong
1,pag,Pangasinan,10,Naaralan ed panaggalaw
1,pag,Pangasinan,11,No Manpasnok Tayo
1,pag,Pangasinan,12,Pan-aasikasoy anak ed mainget na abong tan komunidad
1,pag,Pangasinan,13,Aray tip para ed Ogugaw ya Walay Kapansanan
1,pag,Pangasinan,14,Aray tip parad panagpabaleg na teenager
1,pag,Pangasinan,15,Manpapabaleg/mank3,sn,Isishona/Shonaumis na balon anak ya ugaw?
1,pt-br,Portuguese Brazil/Português Brasileiro,1,Tempo de Qualidade
1,pt-br,Portuguese Brazil/Português Brasileiro,2,Mantendo uma Atitude Positiva
1,pt-br,Portuguese Brazil/Português Brasileiro,3,Estruturação Total!
1,pt-br,Portuguese Brazil/Português Brasileiro,4,Mau Comportamento
1,pt-br,Portuguese Brazil/Português Brasileiro,5,Mantenha a Calma e Gerencie o Estresse
1,pt-br,Portuguese Brazil/Português Brasileiro,6,Conversando sobre a COVID-19
1,pt-br,Portuguese Brazil/Português Brasileiro,7,Mantendo crianças e adolescentes seguros em casa
1,pt-br,Portuguese Brazil/Português Brasileiro,8,Orçamento familiar em tempos de crise
1,pt-br,Portuguese Brazil/Português Brasileiro,9,Harmonia familiar em casa
1,pt-br,Portuguese Brazil/Português Brasileiro,10,Aprender brincando
1,pt-br,Portuguese Brazil/Português Brasileiro,11,Quando ficamos bravos
1,pt-br,Portuguese Brazil/Português Brasileiro,12,Casas ou Comunidades com muitos moradores
3,pt-br,Português Brasileiro/Portuguese Brazil,1,Tempo de Qualidade
3,pt-br,Português Brasileiro/Portuguese Brazil,2,Mantendo uma Atitude Positiva
3,pt-br,Português Brasileiro/Portuguese Brazil,3,Estruturação Total!
3,pt-br,Português Brasileiro/Portuguese Brazil,4,Mau Comportamento
3,pt-br,Português Brasileiro/Portuguese Brazil,5,Mantenha a Calma e Gerencie o Estresse
3,pt-br,Português Brasileiro/Portuguese Brazil,6,Conversando sobre a COVID-19
3,pt-br,Português Brasileiro/Portuguese Brazil,7,Mantendo crianças e adolescentes seguros em casa
3,pt-br,Português Brasileiro/Portuguese Brazil,8,Orçamento familiar em tempos de crise
3,pt-br,Português Brasileiro/Portuguese Brazil,9,Harmonia familiar em casa
3,pt-br,Português Brasileiro/Portuguese Brazil,10,Aprender brincando
3,pt-br,Português Brasileiro/Portuguese Brazil,11,Quando ficamos bravos
3,pt-br,Português Brasileiro/Portuguese Brazil,12,Casas ou Comunidades com muitos moradores
1,bg,Bulgarian/български език,1,Лично време с детето
1,bg,Bulgarian/български език,2,Да бъдем позитивни
1,bg,Bulgarian/български език,3,Структурирайте нещата!
1,bg,Bulgarian/български език,4,Лошо поведение
1,bg,Bulgarian/български език,5,Запазете спокойствие и контролирайте стреса
1,bg,Bulgarian/български език,6,Да говорим за COVID-19
1,bg,Bulgarian/български език,7,Да пазим децата в безопасност онлайн
1,bg,Bulgarian/български език,8,Семейно планиране на финансите във времена на финансов стрес
1,bg,Bulgarian/български език,9,Семейна хармония у дома 
1,bg,Bulgarian/български език,10,Учене чрез игра
1,bg,Bulgarian/български език,11,Защо се разгневяваме
1,bg,Bulgarian/български език,12,Родителска грижа в пренаселени домове и общности
2,bg,български език/Bulgarian,1,Лично време с детето
2,bg,български език/Bulgarian,2,Да бъдем позитивни
2,bg,български език/Bulgarian,3,Структурирайте нещата!
2,bg,български език/Bulgarian,4,Лошо поведение
2,bg,български език/Bulgarian,5,Запазете спокойствие и контролирайте стреса
2,bg,български език/Bulgarian,6,Да говорим за COVID-19
2,bg,български език/Bulgarian,7,Да пазим децата в безопасност онлайн
2,bg,български език/Bulgarian,8,Семейно планиране на финансите във времена на финансов стрес
2,bg,български език/Bulgarian,9,Семейна хармония у дома 
2,bg,български език/Bulgarian,10,Учене чрез игра
2,bg,български език/Bulgarian,11,Защо се разгневяваме
2,bg,български език/Bulgarian,12,Родителска грижа в пренаселени домове и общности
1,isl,Icelandic/Íslenska,1,Samverustundir með börnum
1,isl,Icelandic/Íslenska,2,Höldum í jákvaeðnina
1,isl,Icelandic/Íslenska,3,Daglegt skipulag
1,isl,Icelandic/Íslenska,4,Krefjandi hegðun
1,isl,Icelandic/Íslenska,5,Að halda ró sinni og takast á við streitu
1,isl,Icelandic/Íslenska,6,Að tala um COVID-19
1,isl,Íslenska/Icelandic,1,Samverustundir með börnum
1,isl,Íslenska/Icelandic,2,Höldum í jákvaeðnina
1,isl,Íslenska/Icelandic,3,Daglegt skipulag
1,isl,Íslenska/Icelandic,4,Krefjandi hegðun
1,isl,Íslenska/Icelandic,5,Að halda ró sinni og takast á við streitu
1,isl,Íslenska/Icelandic,6,Að tala um COVID-19
1,lit,Lithuanian/Lietuvių,1,Laikas pabūti dviese
1,lit,Lithuanian/Lietuvių,2,Pozityvumo išsaugojimas
1,lit,Lithuanian/Lietuvių,3,Įdiekite str3,sn,Isishona/Shonatūrą
1,lit,Lithuanian/Lietuvių,4,Netinkamas elgesys
1,lit,Lithuanian/Lietuvių,5,Išlikite ramūs ir suvaldykite stresą
1,lit,Lithuanian/Lietuvių,6,Kaip kalbėtis apie COVID-19
1,lit,Lithuanian/Lietuvių,7,Vaikų apsauga internete
1,lit,Lithuanian/Lietuvių,8,Šeimos biudžetas finansiškai sunkiais laikais
1,lit,Lithuanian/Lietuvių,9,Darni šeima namuose
1,lit,Lithuanian/Lietuvių,10,Mokymasis žaidžiant
1,lit,Lithuanian/Lietuvių,11,Kai supykstame
1,lit,Lithuanian/Lietuvių,12,Vaikų auginimas ankštuose namuose ir bendruomenėse
3,lit,Lietuvių/Lithuanian,1,Laikas pabūti dviese
3,lit,Lietuvių/Lithuanian,2,Pozityvumo išsaugojimas
3,lit,Lietuvių/Lithuanian,3,Įdiekite str3,sn,Isishona/Shonatūrą
3,lit,Lietuvių/Lithuanian,4,Netinkamas elgesys
3,lit,Lietuvių/Lithuanian,5,Išlikite ramūs ir suvaldykite stresą
3,lit,Lietuvių/Lithuanian,6,Kaip kalbėtis apie COVID-19
3,lit,Lietuvių/Lithuanian,7,Vaikų apsauga internete
3,lit,Lietuvių/Lithuanian,8,Šeimos biudžetas finansiškai sunkiais laikais
3,lit,Lietuvių/Lithuanian,9,Darni šeima namuose
3,lit,Lietuvių/Lithuanian,10,Mokymasis žaidžiant
3,lit,Lietuvių/Lithuanian,11,Kai supykstame
3,lit,Lietuvių/Lithuanian,12,Vaikų auginimas ankštuose namuose ir bendruomenėse
1,arm,Armenian/Հայերեն,1,Ժամանակ երկուսով
1,arm,Armenian/Հայերեն,2,Պահպանեք դրական տրամադրվածություն
1,arm,Armenian/Հայերեն,3,Կազմակերպեք
1,arm,Armenian/Հայերեն,4,Վատ վարք
1,arm,Armenian/Հայերեն,5,Պահպանեք հանգստություն ու կառավարեք սթրեսը
1,arm,Armenian/Հայերեն,6,Խոսել կորոնավիրուս-19-ի մասին
2,arm,Հայերեն/Armenian,1,Ժամանակ երկուսով
2,arm,Հայերեն/Armenian,2,Պահպանեք դրական տրամադրվածություն
2,arm,Հայերեն/Armenian,3,Կազմակերպեք
2,arm,Հայերեն/Armenian,4,Վատ վարք
2,arm,Հայերեն/Armenian,5,Պահպանեք հանգստություն ու կառավարեք սթրեսը
2,arm,Հայերեն/Armenian,6,Խոսել կորոնավիրուս-19-ի մասին
1,bn,Bengali/বাংলা,1,শিশুর সাথে একান্তে সময় কাটানো
1,bn,Bengali/বাংলা,2,ইতিবাচক থাকুন
1,bn,Bengali/বাংলা,3,রুটিন তৈরি করুন
1,bn,Bengali/বাংলা,4,মন্দ বা খারাপ আচরণ
1,bn,Bengali/বাংলা,5,শান্ত থাকুন এবং চাপ নিয়ন্ত্রণ করুন
1,bn,Bengali/বাংলা,6,কোভিড-১৯'এর কথা।
